iteration,unique_solution_count,repeat_rate,average_fitness,best_fitness,worst_fitness,population_diversity,exploration_ratio,exploitation_ratio,iteration_time
0,1,0.0,0.1018,0.1018,0.1018,0.0,0.0,1.0,4.6162238999968395
1,1,0.0,0.0938,0.0938,0.0938,0.0,1.0,0.0,3.745867400080897
