iteration,unique_solution_count,repeat_rate,average_fitness,best_fitness,worst_fitness,population_diversity,exploration_ratio,exploitation_ratio,iteration_time
0,1,0.0,0.1008,0.1008,0.1008,0.0,0.0,1.0,37.49249550001696
1,1,0.0,0.1044,0.1044,0.1044,0.0,0.0,1.0,35.898695899988525
