hyperparameter,mean,std,min,max
base_filters,48.0,20.23857702507763,16.0,64.0
batch_size,108.8,38.400000000000006,32.0,128.0
dilation,2.4,0.8,1.0,3.0
dropout,0.22383906592438887,0.1153156728958475,0.15650640873258972,0.45228582855283506
final_neurons,358.4,125.41387483049871,256.0,512.0
learning_rate,0.004689702941537976,0.003918351963573514,0.00010780631144868549,0.008938089586343595
se_ratio,12.8,3.919183588453085,8.0,16.0
shared_conv_kernel_size,5.8,1.6,3.0,7.0
