iteration,unique_solution_count,repeat_rate,average_fitness,best_fitness,worst_fitness,population_diversity,exploration_ratio,exploitation_ratio,iteration_time
0,1,0.0,0.1008,0.1008,0.1008,0.0,0.0,1.0,38.08545710006729
1,1,0.0,0.1008,0.1008,0.1008,0.0,0.0,1.0,0.0004885999951511621
